in s,C1 in V
-1.9362312E+00,-1.65039E+00
-1.9360464E+00,-1.65039E+00
-1.9358616E+00,-1.65039E+00
-1.9356768E+00,-1.65039E+00
-1.9354920E+00,-1.65039E+00
-1.9353072E+00,-1.68945E+00
-1.9351224E+00,-1.68945E+00
-1.9349376E+00,-1.55273E+00
-1.9347528E+00,-1.65039E+00
-1.9345680E+00,-1.65039E+00
-1.9343832E+00,-1.72852E+00
-1.9341984E+00,-1.65039E+00
-1.9340136E+00,-1.59180E+00
-1.9338288E+00,-1.70898E+00
-1.9336440E+00,-1.65039E+00
-1.9334592E+00,-1.65039E+00
-1.9332744E+00,-1.63086E+00
-1.9330896E+00,-1.63086E+00
-1.9329048E+00,-1.66992E+00
-1.9327200E+00,-1.66992E+00
-1.9325352E+00,-1.63086E+00
-1.9323504E+00,-1.66992E+00
-1.9321656E+00,-1.68945E+00
-1.9319808E+00,-1.65039E+00
-1.9317960E+00,-1.68945E+00
-1.9316112E+00,-1.70898E+00
-1.9314264E+00,-1.65039E+00
-1.9312416E+00,-1.61133E+00
-1.9310568E+00,-1.63086E+00
-1.9308720E+00,-1.65039E+00
-1.9306872E+00,-1.65039E+00
-1.9305024E+00,-1.61133E+00
-1.9303176E+00,-1.63086E+00
-1.9301328E+00,-1.68945E+00
-1.9299480E+00,-1.70898E+00
-1.9297632E+00,-1.59180E+00
-1.9295784E+00,-1.65039E+00
-1.9293936E+00,-1.65039E+00
-1.9292088E+00,-1.65039E+00
-1.9290240E+00,-1.65039E+00
-1.9288392E+00,-1.65039E+00
-1.9286544E+00,-1.70898E+00
-1.9284696E+00,-1.66992E+00
-1.9282848E+00,-1.74805E+00
-1.9281000E+00,-1.66992E+00
-1.9279152E+00,-1.66992E+00
-1.9277304E+00,-1.66992E+00
-1.9275456E+00,-1.66992E+00
-1.9273608E+00,-1.65039E+00
-1.9271760E+00,-1.68945E+00
-1.9269912E+00,-1.68945E+00
-1.9268064E+00,-1.65039E+00
-1.9266216E+00,-1.61133E+00
-1.9264368E+00,-1.65039E+00
-1.9262520E+00,-1.66992E+00
-1.9260672E+00,-1.63086E+00
-1.9258824E+00,-1.63086E+00
-1.9256976E+00,-1.59180E+00
-1.9255128E+00,-1.61133E+00
-1.9253280E+00,-1.68945E+00
-1.9251432E+00,-1.65039E+00
-1.9249584E+00,-1.65039E+00
-1.9247736E+00,-1.65039E+00
-1.9245888E+00,-1.65039E+00
-1.9244040E+00,-1.63086E+00
-1.9242192E+00,-1.61133E+00
-1.9240344E+00,-1.65039E+00
-1.9238496E+00,-1.66992E+00
-1.9236648E+00,-1.53320E+00
-1.9234800E+00,-1.65039E+00
-1.9232952E+00,-1.65039E+00
-1.9231104E+00,-1.68945E+00
-1.9229256E+00,-1.65039E+00
-1.9227408E+00,-1.66992E+00
-1.9225560E+00,-1.70898E+00
-1.9223712E+00,-1.66992E+00
-1.9221864E+00,-1.68945E+00
-1.9220016E+00,-1.65039E+00
-1.9218168E+00,-1.68945E+00
-1.9216320E+00,-1.65039E+00
-1.9214472E+00,-1.66992E+00
-1.9212624E+00,-1.70898E+00
-1.9210776E+00,-1.63086E+00
-1.9208928E+00,-1.59180E+00
-1.9207080E+00,-1.59180E+00
-1.9205232E+00,-1.65039E+00
-1.9203384E+00,-1.57227E+00
-1.9201536E+00,-1.63086E+00
-1.9199688E+00,-1.59180E+00
-1.9197840E+00,-1.65039E+00
-1.9195992E+00,-1.65039E+00
-1.9194144E+00,-1.61133E+00
-1.9192296E+00,-1.66992E+00
-1.9190448E+00,-1.57227E+00
-1.9188600E+00,-1.59180E+00
-1.9186752E+00,-1.68945E+00
-1.9184904E+00,-1.65039E+00
-1.9183056E+00,-1.59180E+00
-1.9181208E+00,-1.61133E+00
-1.9179360E+00,-1.65039E+00
-1.9177512E+00,-1.65039E+00
-1.9175664E+00,-1.66992E+00
-1.9173816E+00,-1.66992E+00
-1.9171968E+00,-1.65039E+00
-1.9170120E+00,-1.57227E+00
-1.9168272E+00,-1.65039E+00
-1.9166424E+00,-1.61133E+00
-1.9164576E+00,-1.61133E+00
-1.9162728E+00,-1.65039E+00
-1.9160880E+00,-1.63086E+00
-1.9159032E+00,-1.65039E+00
-1.9157184E+00,-1.65039E+00
-1.9155336E+00,-1.63086E+00
-1.9153488E+00,-1.63086E+00
-1.9151640E+00,-1.65039E+00
-1.9149792E+00,-1.65039E+00
-1.9147944E+00,-1.59180E+00
-1.9146096E+00,-1.65039E+00
-1.9144248E+00,-1.65039E+00
-1.9142400E+00,-1.61133E+00
-1.9140552E+00,-1.61133E+00
-1.9138704E+00,-1.65039E+00
-1.9136856E+00,-1.57227E+00
-1.9135008E+00,-1.63086E+00
-1.9133160E+00,-1.66992E+00
-1.9131312E+00,-1.65039E+00
-1.9129464E+00,-1.59180E+00
-1.9127616E+00,-1.65039E+00
-1.9125768E+00,-1.65039E+00
-1.9123920E+00,-1.65039E+00
-1.9122072E+00,-1.59180E+00
-1.9120224E+00,-1.61133E+00
-1.9118376E+00,-1.65039E+00
-1.9116528E+00,-1.59180E+00
-1.9114680E+00,-1.63086E+00
-1.9112832E+00,-1.65039E+00
-1.9110984E+00,-1.65039E+00
