in s,C2 in V
-1.3119184E-03,7.69043E+00
-1.3118976E-03,7.88574E+00
-1.3118768E-03,7.78809E+00
-1.3118560E-03,7.78809E+00
-1.3118352E-03,7.78809E+00
-1.3118144E-03,7.54395E+00
-1.3117936E-03,7.69043E+00
-1.3117728E-03,7.73926E+00
-1.3117520E-03,7.88574E+00
-1.3117312E-03,7.59277E+00
-1.3117104E-03,7.69043E+00
-1.3116896E-03,7.73926E+00
-1.3116688E-03,7.64160E+00
-1.3116480E-03,7.83691E+00
-1.3116272E-03,7.69043E+00
-1.3116064E-03,7.69043E+00
-1.3115856E-03,7.78809E+00
-1.3115648E-03,7.69043E+00
-1.3115440E-03,7.59277E+00
-1.3115232E-03,7.78809E+00
-1.3115024E-03,7.69043E+00
-1.3114816E-03,7.73926E+00
-1.3114608E-03,7.73926E+00
-1.3114400E-03,7.73926E+00
-1.3114192E-03,7.69043E+00
-1.3113984E-03,7.78809E+00
-1.3113776E-03,7.69043E+00
-1.3113568E-03,7.69043E+00
-1.3113360E-03,7.88574E+00
-1.3113152E-03,7.83691E+00
-1.3112944E-03,7.69043E+00
-1.3112736E-03,7.64160E+00
-1.3112528E-03,7.69043E+00
-1.3112320E-03,7.69043E+00
-1.3112112E-03,7.69043E+00
-1.3111904E-03,7.73926E+00
-1.3111696E-03,7.69043E+00
-1.3111488E-03,7.83691E+00
-1.3111280E-03,7.69043E+00
-1.3111072E-03,7.64160E+00
-1.3110864E-03,7.69043E+00
-1.3110656E-03,7.78809E+00
-1.3110448E-03,7.83691E+00
-1.3110240E-03,7.73926E+00
-1.3110032E-03,7.88574E+00
-1.3109824E-03,7.59277E+00
-1.3109616E-03,7.64160E+00
-1.3109408E-03,7.83691E+00
-1.3109200E-03,7.78809E+00
-1.3108992E-03,7.83691E+00
-1.3108784E-03,7.64160E+00
-1.3108576E-03,7.59277E+00
-1.3108368E-03,7.88574E+00
-1.3108160E-03,7.83691E+00
-1.3107952E-03,7.69043E+00
-1.3107744E-03,7.78809E+00
-1.3107536E-03,7.59277E+00
-1.3107328E-03,7.83691E+00
-1.3107120E-03,7.59277E+00
-1.3106912E-03,7.73926E+00
-1.3106704E-03,7.78809E+00
-1.3106496E-03,7.59277E+00
-1.3106288E-03,7.83691E+00
-1.3106080E-03,7.78809E+00
-1.3105872E-03,7.78809E+00
-1.3105664E-03,7.88574E+00
-1.3105456E-03,7.64160E+00
-1.3105248E-03,7.93457E+00
-1.3105040E-03,7.88574E+00
-1.3104832E-03,7.78809E+00
-1.3104624E-03,7.83691E+00
-1.3104416E-03,7.73926E+00
-1.3104208E-03,7.64160E+00
-1.3104000E-03,7.69043E+00
-1.3103792E-03,7.59277E+00
-1.3103584E-03,7.78809E+00
-1.3103376E-03,7.78809E+00
-1.3103168E-03,7.93457E+00
-1.3102960E-03,7.69043E+00
-1.3102752E-03,7.69043E+00
-1.3102544E-03,7.83691E+00
-1.3102336E-03,7.73926E+00
-1.3102128E-03,7.59277E+00
-1.3101920E-03,7.78809E+00
-1.3101712E-03,7.69043E+00
-1.3101504E-03,7.69043E+00
-1.3101296E-03,7.69043E+00
-1.3101088E-03,7.73926E+00
-1.3100880E-03,7.64160E+00
-1.3100672E-03,7.69043E+00
-1.3100464E-03,7.73926E+00
-1.3100256E-03,7.83691E+00
-1.3100048E-03,7.83691E+00
-1.3099840E-03,7.69043E+00
-1.3099632E-03,7.69043E+00
-1.3099424E-03,7.73926E+00
-1.3099216E-03,7.73926E+00
-1.3099008E-03,7.83691E+00
-1.3098800E-03,7.83691E+00
-1.3098592E-03,7.73926E+00
-1.3098384E-03,7.73926E+00
-1.3098176E-03,7.64160E+00
-1.3097968E-03,7.59277E+00
-1.3097760E-03,7.93457E+00
-1.3097552E-03,7.98340E+00
-1.3097344E-03,7.73926E+00
-1.3097136E-03,7.64160E+00
-1.3096928E-03,7.98340E+00
-1.3096720E-03,7.88574E+00
-1.3096512E-03,7.78809E+00
-1.3096304E-03,7.49512E+00
-1.3096096E-03,7.78809E+00
-1.3095888E-03,7.59277E+00
-1.3095680E-03,7.69043E+00
-1.3095472E-03,7.64160E+00
-1.3095264E-03,7.73926E+00
-1.3095056E-03,7.69043E+00
-1.3094848E-03,7.78809E+00
-1.3094640E-03,7.73926E+00
-1.3094432E-03,7.78809E+00
-1.3094224E-03,7.73926E+00
-1.3094016E-03,7.69043E+00
-1.3093808E-03,7.59277E+00
-1.3093600E-03,7.73926E+00
-1.3093392E-03,7.69043E+00
-1.3093184E-03,7.64160E+00
-1.3092976E-03,7.64160E+00
-1.3092768E-03,7.69043E+00
-1.3092560E-03,7.78809E+00
-1.3092352E-03,7.54395E+00
-1.3092144E-03,7.73926E+00
-1.3091936E-03,7.73926E+00
-1.3091728E-03,7.78809E+00
-1.3091520E-03,7.78809E+00
-1.3091312E-03,7.69043E+00
-1.3091104E-03,7.69043E+00
-1.3090896E-03,7.73926E+00
-1.3090688E-03,7.78809E+00
-1.3090480E-03,7.69043E+00
-1.3090272E-03,7.73926E+00
-1.3090064E-03,7.73926E+00
-1.3089856E-03,7.59277E+00
-1.3089648E-03,7.69043E+00
-1.3089440E-03,7.64160E+00
-1.3089232E-03,7.88574E+00
-1.3089024E-03,7.59277E+00
-1.3088816E-03,7.83691E+00
-1.3088608E-03,7.73926E+00
-1.3088400E-03,7.64160E+00
-1.3088192E-03,7.73926E+00
-1.3087984E-03,7.83691E+00
-1.3087776E-03,7.73926E+00
-1.3087568E-03,7.64160E+00
-1.3087360E-03,7.69043E+00
-1.3087152E-03,7.64160E+00
-1.3086944E-03,7.69043E+00
-1.3086736E-03,7.83691E+00
-1.3086528E-03,7.73926E+00
-1.3086320E-03,7.64160E+00
-1.3086112E-03,7.73926E+00
-1.3085904E-03,7.73926E+00
-1.3085696E-03,7.83691E+00
-1.3085488E-03,7.83691E+00
-1.3085280E-03,7.73926E+00
-1.3085072E-03,7.69043E+00
-1.3084864E-03,7.59277E+00
-1.3084656E-03,7.69043E+00
-1.3084448E-03,7.78809E+00
-1.3084240E-03,7.88574E+00
-1.3084032E-03,7.69043E+00
-1.3083824E-03,7.69043E+00
-1.3083616E-03,7.83691E+00
-1.3083408E-03,7.73926E+00
-1.3083200E-03,7.83691E+00
-1.3082992E-03,7.73926E+00
-1.3082784E-03,7.78809E+00
-1.3082576E-03,7.64160E+00
-1.3082368E-03,7.78809E+00
-1.3082160E-03,7.78809E+00
-1.3081952E-03,7.88574E+00
-1.3081744E-03,7.73926E+00
-1.3081536E-03,7.83691E+00
-1.3081328E-03,7.69043E+00
-1.3081120E-03,7.73926E+00
-1.3080912E-03,7.73926E+00
-1.3080704E-03,7.73926E+00
-1.3080496E-03,7.59277E+00
-1.3080288E-03,7.59277E+00
-1.3080080E-03,7.83691E+00
-1.3079872E-03,7.83691E+00
-1.3079664E-03,7.69043E+00
-1.3079456E-03,7.64160E+00
-1.3079248E-03,7.83691E+00
-1.3079040E-03,7.88574E+00
-1.3078832E-03,7.49512E+00
-1.3078624E-03,7.83691E+00
-1.3078416E-03,7.78809E+00
-1.3078208E-03,7.78809E+00
-1.3078000E-03,7.64160E+00
-1.3077792E-03,7.69043E+00
-1.3077584E-03,7.59277E+00
-1.3077376E-03,7.73926E+00
-1.3077168E-03,7.69043E+00
-1.3076960E-03,7.83691E+00
-1.3076752E-03,7.69043E+00
-1.3076544E-03,7.69043E+00
-1.3076336E-03,7.73926E+00
-1.3076128E-03,7.83691E+00
-1.3075920E-03,7.78809E+00
-1.3075712E-03,7.83691E+00
-1.3075504E-03,7.69043E+00
-1.3075296E-03,7.73926E+00
-1.3075088E-03,7.88574E+00
-1.3074880E-03,7.93457E+00
-1.3074672E-03,7.59277E+00
-1.3074464E-03,7.78809E+00
-1.3074256E-03,7.64160E+00
-1.3074048E-03,7.59277E+00
-1.3073840E-03,7.83691E+00
-1.3073632E-03,7.73926E+00
-1.3073424E-03,7.59277E+00
-1.3073216E-03,7.83691E+00
-1.3073008E-03,7.69043E+00
-1.3072800E-03,7.59277E+00
-1.3072592E-03,7.88574E+00
-1.3072384E-03,7.73926E+00
-1.3072176E-03,7.78809E+00
-1.3071968E-03,7.64160E+00
-1.3071760E-03,7.73926E+00
-1.3071552E-03,7.64160E+00
-1.3071344E-03,7.69043E+00
-1.3071136E-03,7.73926E+00
-1.3070928E-03,7.69043E+00
-1.3070720E-03,7.69043E+00
-1.3070512E-03,7.59277E+00
-1.3070304E-03,7.73926E+00
-1.3070096E-03,7.83691E+00
-1.3069888E-03,7.69043E+00
-1.3069680E-03,7.64160E+00
-1.3069472E-03,7.73926E+00
-1.3069264E-03,7.83691E+00
-1.3069056E-03,7.78809E+00
-1.3068848E-03,7.78809E+00
-1.3068640E-03,7.59277E+00
-1.3068432E-03,7.69043E+00
-1.3068224E-03,7.83691E+00
-1.3068016E-03,7.83691E+00
-1.3067808E-03,7.64160E+00
-1.3067600E-03,7.73926E+00
-1.3067392E-03,7.83691E+00
-1.3067184E-03,7.78809E+00
-1.3066976E-03,7.73926E+00
-1.3066768E-03,7.88574E+00
-1.3066560E-03,7.83691E+00
-1.3066352E-03,7.44629E+00
-1.3066144E-03,7.69043E+00
-1.3065936E-03,7.69043E+00
-1.3065728E-03,7.78809E+00
-1.3065520E-03,7.69043E+00
-1.3065312E-03,7.69043E+00
-1.3065104E-03,7.88574E+00
-1.3064896E-03,7.69043E+00
-1.3064688E-03,7.88574E+00
-1.3064480E-03,7.73926E+00
-1.3064272E-03,7.78809E+00
-1.3064064E-03,7.59277E+00
-1.3063856E-03,7.59277E+00
-1.3063648E-03,7.59277E+00
-1.3063440E-03,7.88574E+00
-1.3063232E-03,7.78809E+00
-1.3063024E-03,7.78809E+00
-1.3062816E-03,7.64160E+00
-1.3062608E-03,7.69043E+00
-1.3062400E-03,7.78809E+00
-1.3062192E-03,7.78809E+00
-1.3061984E-03,7.73926E+00
-1.3061776E-03,7.83691E+00
-1.3061568E-03,7.59277E+00
-1.3061360E-03,7.78809E+00
-1.3061152E-03,7.73926E+00
-1.3060944E-03,7.59277E+00
-1.3060736E-03,7.78809E+00
-1.3060528E-03,7.69043E+00
-1.3060320E-03,7.59277E+00
-1.3060112E-03,7.69043E+00
-1.3059904E-03,7.83691E+00
-1.3059696E-03,7.59277E+00
-1.3059488E-03,7.78809E+00
-1.3059280E-03,7.78809E+00
-1.3059072E-03,7.69043E+00
-1.3058864E-03,7.64160E+00
-1.3058656E-03,7.73926E+00
-1.3058448E-03,7.73926E+00
-1.3058240E-03,7.83691E+00
-1.3058032E-03,7.64160E+00
-1.3057824E-03,7.64160E+00
-1.3057616E-03,7.69043E+00
-1.3057408E-03,7.73926E+00
-1.3057200E-03,7.73926E+00
-1.3056992E-03,7.69043E+00
-1.3056784E-03,7.98340E+00
-1.3056576E-03,7.78809E+00
-1.3056368E-03,7.78809E+00
-1.3056160E-03,7.69043E+00
-1.3055952E-03,7.88574E+00
-1.3055744E-03,7.83691E+00
-1.3055536E-03,7.64160E+00
-1.3055328E-03,7.69043E+00
-1.3055120E-03,7.69043E+00
-1.3054912E-03,7.83691E+00
-1.3054704E-03,7.69043E+00
-1.3054496E-03,7.73926E+00
-1.3054288E-03,7.78809E+00
-1.3054080E-03,7.64160E+00
-1.3053872E-03,7.73926E+00
-1.3053664E-03,7.64160E+00
-1.3053456E-03,7.69043E+00
-1.3053248E-03,7.88574E+00
-1.3053040E-03,7.83691E+00
-1.3052832E-03,7.59277E+00
-1.3052624E-03,7.83691E+00
-1.3052416E-03,7.83691E+00
-1.3052208E-03,7.64160E+00
-1.3052000E-03,7.73926E+00
-1.3051792E-03,7.73926E+00
-1.3051584E-03,7.73926E+00
-1.3051376E-03,7.54395E+00
-1.3051168E-03,7.64160E+00
-1.3050960E-03,7.69043E+00
-1.3050752E-03,7.54395E+00
-1.3050544E-03,7.78809E+00
-1.3050336E-03,7.73926E+00
-1.3050128E-03,7.88574E+00
-1.3049920E-03,7.83691E+00
-1.3049712E-03,7.69043E+00
-1.3049504E-03,7.83691E+00
-1.3049296E-03,7.69043E+00
-1.3049088E-03,7.78809E+00
-1.3048880E-03,7.64160E+00
-1.3048672E-03,7.73926E+00
-1.3048464E-03,7.88574E+00
-1.3048256E-03,7.88574E+00
-1.3048048E-03,7.64160E+00
-1.3047840E-03,7.59277E+00
-1.3047632E-03,7.64160E+00
-1.3047424E-03,7.69043E+00
-1.3047216E-03,7.78809E+00
-1.3047008E-03,7.69043E+00
-1.3046800E-03,7.73926E+00
-1.3046592E-03,7.73926E+00
-1.3046384E-03,7.64160E+00
-1.3046176E-03,7.78809E+00
-1.3045968E-03,7.88574E+00
-1.3045760E-03,7.83691E+00
-1.3045552E-03,7.69043E+00
-1.3045344E-03,7.69043E+00
-1.3045136E-03,7.83691E+00
-1.3044928E-03,7.88574E+00
-1.3044720E-03,7.73926E+00
-1.3044512E-03,7.73926E+00
-1.3044304E-03,7.93457E+00
-1.3044096E-03,7.73926E+00
-1.3043888E-03,7.69043E+00
-1.3043680E-03,7.78809E+00
-1.3043472E-03,7.73926E+00
-1.3043264E-03,7.78809E+00
-1.3043056E-03,7.73926E+00
-1.3042848E-03,7.64160E+00
-1.3042640E-03,7.64160E+00
-1.3042432E-03,7.73926E+00
-1.3042224E-03,7.69043E+00
-1.3042016E-03,7.69043E+00
-1.3041808E-03,7.83691E+00
-1.3041600E-03,7.83691E+00
-1.3041392E-03,7.49512E+00
-1.3041184E-03,7.73926E+00
-1.3040976E-03,7.73926E+00
-1.3040768E-03,7.73926E+00
-1.3040560E-03,7.73926E+00
-1.3040352E-03,7.78809E+00
-1.3040144E-03,7.64160E+00
-1.3039936E-03,7.78809E+00
-1.3039728E-03,7.69043E+00
-1.3039520E-03,7.73926E+00
-1.3039312E-03,7.69043E+00
-1.3039104E-03,7.83691E+00
-1.3038896E-03,7.64160E+00
-1.3038688E-03,7.49512E+00
-1.3038480E-03,7.83691E+00
